arm,seed,step,actor/distillation/abs_loss,actor/distillation/delta_ell_absmean,actor/distillation/delta_ell_p5,actor/distillation/delta_ell_p95,actor/distillation/entropy_gap_abs,actor/distillation/entropy_student,actor/distillation/entropy_teacher_topk,actor/distillation/loss,actor/distillation/overlap_student_mass,actor/distillation/overlap_teacher_mass,actor/distillation/overlap_token_advantage,actor/distillation/pg_clipfrac,actor/distillation/ppo_kl,actor/distillation/rank_kendall_tau,actor/distillation/student_mass,actor/distillation/teacher_mass,actor/entropy,actor/grad_norm,actor/loss,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/mean,critic/rewards/mean,critic/score/mean,perf/time_per_step,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/ppl_ratio,rollout_corr/rollout_ppl,rollout_corr/training_ppl,timing_s/gen,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,val/math500_greedy
g4_failure_only,1,50,0.314555,0.31805,-1.80074,0.061894,,,,0.272194,,,,0,0,,,,0.145782,1.41586,0.272194,0,0,-0.0152921,0,0.0152921,0.03125,0.03125,762.716,0,0.648438,16384,12163.1,2.20468,0.000932932,0.000435453,0.000408071,1.00054,1.20204,1.20273,594.836,0.998771,0.214363,0.0025203,0.618
g4_failure_only,1,75,0.534782,0.541552,-2.98574,0.221043,,,,0.445768,,,,0,0,,,,0.276391,1.35345,0.445768,0,0,-0.053995,0,0.0539949,0.0703125,0.0703125,588.22,0,0.28125,16384,10662.7,-0.779255,0.00168419,0.000866618,0.000896841,1.00098,1.35191,1.35327,438.723,0.998773,0.413774,0.00484532,0.628
g4_failure_only,1,100,0.541579,0.548612,-2.925,0.243965,,,,0.447301,,,,0,0,,,,0.313691,1.29699,0.447301,0,0,-0.0505337,0,0.0505337,0.0703125,0.0703125,540.438,0,0.21875,16384,10361,-0.853459,0.00197637,0.00097988,0.000982843,1.00106,1.42692,1.4285,400.568,0.99835,0.85501,0.00512198,0.578
g4_failure_only,1,125,0.411301,0.432948,-2.46765,0.160757,,,,0.33903,,,,0,0,,,,0.239372,1.36404,0.33903,0,0,-0.0678057,0,0.0678057,0.0703125,0.0703125,1032.88,0,0.960938,16384,16122.2,-0.961644,0.00164986,0.00079707,0.000772767,1.00078,1.27743,1.27846,815.088,0.998598,0.594844,0.00422103,0.514
g4_failure_only,1,150,0.342745,0.363607,-2.08089,0.129859,,,,0.276304,,,,0,0,,,,0.227518,0.636525,0.276304,0,0,-0.0624999,0,0.0624999,0.0625,0.0625,1054,0,1,16384,16384,2.19097,0.00155163,0.000734321,0.000708469,1.00071,1.25767,1.25858,835.177,0.99868,0.546656,0.00384041,0.454
g4_failure_only,1,175,0.326498,0.358854,-2.05028,0.130595,,,,0.262189,,,,0,0,,,,0.227515,0.552888,0.262189,0,0,-0.0937499,0,0.0937499,0.09375,0.09375,1058.87,0,1,16384,16384,-0.66208,0.00153184,0.000741185,0.000722412,1.00072,1.26014,1.26107,835.123,0.99836,0.5546,0.00383412,0.414
g4_failure_only,1,200,0.334298,0.360924,-2.04506,0.139097,,,,0.26675,,,,0,0,,,,0.235724,0.68413,0.26675,0,0,-0.0781249,0,0.0781249,0.078125,0.078125,1055.19,0,1,16384,16384,-0.97515,0.00159669,0.000764989,0.000746713,1.00075,1.26741,1.26838,835.111,0.998664,0.956062,0.00391666,0.414
g4_failure_only,1,225,0.360725,0.379546,-2.15289,0.155599,,,,0.285697,,,,0,0,,,,0.245218,0.577397,0.285697,0,0,-0.0627724,0,0.0627724,0.0625,0.0625,1049.22,0,0.992188,16384,16312.9,1685.9,0.00174665,0.000842662,0.000820672,1.00083,1.28083,1.2819,829.492,0.998508,0.503255,0.00429485,0.466
g4_failure_only,1,250,0.338899,0.369431,-2.08272,0.15984,,,,0.269385,,,,0,0,,,,0.249534,0.619737,0.269385,0,0,-0.0867705,0,0.0867705,0.0859375,0.0859375,1044.11,0,0.984375,16384,16226.7,-0.854809,0.00163734,0.000831683,0.000844955,1.00085,1.28984,1.29096,823.773,0.998625,0.678738,0.00423955,0.472
g4_failure_only,2,25,0.490598,0.490598,-2.68165,0.180731,,,,0.414996,,,,0,0,,,,0.337932,3.31754,0.414996,0,0,-0.0217513,0,0.0217513,0.0546875,0.0546875,131.376,0,0.015625,16384,2079.62,2.44289,0.00128663,0.000677166,0.000711344,1.00077,1.67991,1.68139,78.2037,0.999119,0.194816,0.00367887,0.598
g4_failure_only,2,50,0.332647,0.332647,-1.89413,0.0659663,,,,0.286964,,,,0,0,,,,0.150746,1.44885,0.286964,0,0,-0.00592946,0,0.00592946,0.03125,0.03125,864.509,0,0.703125,16384,13254.8,-0.3531,0.000849605,0.000446987,0.000472014,1.00052,1.19136,1.19201,636.837,0.998765,0.21506,0.00260366,0.622
g4_failure_only,2,75,0.56757,0.56757,-3.09343,0.222521,,,,0.47696,,,,0,0,,,,0.283573,1.32401,0.47696,0,0,-0.0432907,0,0.0432908,0.078125,0.078125,470.192,0,0.21875,16384,8947.12,-0.658642,0.0017668,0.000882062,0.000888035,1.00101,1.36803,1.36945,344.537,0.998406,0.277862,0.00498763,0.63
g4_failure_only,2,100,0.545603,0.552689,-2.96024,0.2483,,,,0.452636,,,,0,0,,,,0.308191,1.03347,0.452636,0,0,-0.0696174,0,0.0696175,0.101562,0.101562,540.783,0,0.195312,16384,10450.1,0.170043,0.0020864,0.000955932,0.000878581,1.00092,1.39494,1.39627,396.672,0.998593,0.562372,0.00507875,0.576
g4_failure_only,2,125,0.396629,0.437788,-2.47719,0.179277,,,,0.32802,,,,0,0,,,,0.249681,1.02084,0.32802,0,0,-0.115361,0,0.115361,0.117188,0.117188,1007.65,0,0.914062,16384,15770.9,5892.48,0.00164211,0.000816704,0.000816929,1.00083,1.29428,1.29537,795.976,0.99855,0.730384,0.00435105,0.512
g4_failure_only,2,150,0.343655,0.377711,-2.15369,0.139448,,,,0.277592,,,,0,0,,,,0.229178,0.606716,0.277592,0,0,-0.101562,0,0.101562,0.101562,0.101562,1054.42,0,1,16384,16384,-0.956445,0.00156283,0.00074514,0.000719386,1.00072,1.26175,1.26268,833.426,0.998727,0.410237,0.00392201,0.48
g4_failure_only,2,175,0.352661,0.374127,-2.11561,0.147665,,,,0.282728,,,,0,0,,,,0.232103,0.645061,0.282728,0,0,-0.0624999,0,0.0624999,0.0625,0.0625,1050.68,0,1,16384,16384,-0.975043,0.00160742,0.000772564,0.000751793,1.00075,1.26521,1.26619,833.15,0.999653,0.797979,0.0040275,0.438
g4_failure_only,2,200,0.340677,0.374438,-2.12644,0.155687,,,,0.272175,,,,0,0,,,,0.244756,0.61266,0.272175,0,0,-0.101562,0,0.101562,0.101562,0.101562,1053.03,0,1,16384,16384,-0.951124,0.0016619,0.000803944,0.000790608,1.00079,1.28017,1.2812,835.571,0.998349,0.594229,0.00411798,0.45
g4_failure_only,2,225,0.327762,0.377236,-2.12842,0.157295,,,,0.26309,,,,0,0,,,,0.252273,0.546178,0.26309,0,0,-0.132812,0,0.132812,0.132812,0.132812,1052.2,0,1,16384,16384,-0.998982,0.00170875,0.00082668,0.000807914,1.00081,1.28889,1.28995,833.066,0.997594,0.456182,0.00429058,0.468
g4_failure_only,2,250,0.313225,0.360504,-2.01893,0.147349,,,,0.250059,,,,0,0,,,,0.23043,0.545207,0.250059,0,0,-0.140625,0,0.140625,0.140625,0.140625,1051.23,0,1,16384,16384,-0.151006,0.00158811,0.000779116,0.0007733,1.00077,1.26292,1.26392,833.824,0.998501,0.677842,0.00401974,0.436
g5_rgopd_gate,0,25,0.506351,0.506351,-2.77462,0.188762,,,,0.424699,,,,0,0,,,,0.432555,3.36081,0.424699,0,0,-0.044602,0,0.044602,0.0703125,0.0703125,134.38,0,0.015625,16384,2125.22,0.872553,0.00144649,0.000658649,0.000598322,1.00074,1.81393,1.8157,78.6678,0.999299,0.213993,0.00339615,0.61
g5_rgopd_gate,0,50,0.319377,0.319377,-1.80536,0.0592305,,,,0.279332,,,,0,0,,,,0.143315,1.44148,0.279332,0,0,-0.00550879,0,0.00550879,0.046875,0.046875,781.326,0,0.664062,16384,12620.4,0.426786,0.00083828,0.000430075,0.000444008,1.00053,1.20712,1.20781,611.096,0.998749,0.244906,0.00252369,0.61
g5_rgopd_gate,0,75,0.523352,0.523352,-2.90467,0.204256,,,,0.440697,,,,0,0,,,,0.268033,1.2588,0.440697,0,0,-0.0765583,0,0.0765583,0.109375,0.109375,539.299,0,0.257812,16384,10111.7,-0.803852,0.00159156,0.000842705,0.000894625,1.00096,1.34558,1.34691,400.596,0.998623,0.292983,0.00476445,0.616
g5_rgopd_gate,0,100,0.508171,0.508171,-2.75868,0.224421,,,,0.419052,,,,0,0,,,,0.293972,0.978705,0.419052,0,0,-0.0579231,0,0.0579231,0.109375,0.109375,627.938,0,0.328125,16384,11219.6,-0.482675,0.00182676,0.000910955,0.000910858,1.00094,1.38197,1.38331,477.269,0.999242,0.776867,0.00484836,0.55
g5_rgopd_gate,0,125,0.415757,0.415757,-2.34152,0.142152,,,,0.345768,,,,0,0,,,,0.241708,0.90207,0.345768,0,0,-0.0782973,0,0.0782973,0.0859375,0.0859375,993.738,0,0.914062,16384,15613.4,-0.992994,0.00165999,0.000780632,0.000740886,1.00077,1.28655,1.28756,787.397,0.998671,0.457607,0.00416422,0.51
g5_rgopd_gate,0,150,0.34043,0.34043,-1.96004,0.122175,,,,0.275485,,,,0,0,,,,0.23151,0.581337,0.275485,0,0,-0.0859374,0,0.0859374,0.0859375,0.0859375,1058.81,0,1,16384,16384,-0.998902,0.00149071,0.000754862,0.00076912,1.00077,1.26411,1.2651,829.63,0.99865,0.473373,0.00394853,0.484
g5_rgopd_gate,0,175,0.376187,0.376187,-2.13734,0.148389,,,,0.301555,,,,0,0,,,,0.239328,0.656874,0.301555,0,0,-0.015625,0,0.015625,0.015625,0.015625,1046.07,0,1,16384,16384,-0.999195,0.00162792,0.000773448,0.000740303,1.00074,1.27353,1.27449,829.174,0.998575,0.380889,0.00404649,0.436
g5_rgopd_gate,0,200,0.321578,0.321578,-1.81844,0.114142,,,,0.25758,,,,0,0,,,,0.219267,0.569908,0.25758,0,0,-0.0624999,0,0.0624999,0.0625,0.0625,1052.52,0,1,16384,16384,94.34,0.00138927,0.00071628,0.000744771,1.00075,1.24862,1.24957,831.411,0.998735,0.375629,0.0037112,0.446
g5_rgopd_gate,0,225,0.329847,0.329847,-1.86385,0.127756,,,,0.262925,,,,0,0,,,,0.23484,0.553895,0.262925,0,0,-0.0937499,0,0.0937499,0.09375,0.09375,1056.77,0,1,16384,16384,-0.607298,0.00162029,0.000775833,0.000747182,1.00075,1.26784,1.26881,831.699,0.99854,0.490098,0.00402942,0.43
g5_rgopd_gate,0,250,0.369052,0.369052,-2.08878,0.154895,,,,0.292086,,,,0,0,,,,0.242746,0.643166,0.292086,0,0,-0.0270678,0,0.0270678,0.03125,0.03125,1044.73,0,0.984375,16384,16239.9,-0.968165,0.00164592,0.000825292,0.00084916,1.00085,1.27917,1.28028,819.644,0.998546,0.474412,0.00421061,0.468
g5_rgopd_gate,1,25,0.538786,0.538786,-2.98246,0.194819,,,,0.449777,,,,0,0,,,,0.534283,3.96318,0.449777,0,0,-0.0514666,0,0.0514666,0.109375,0.109375,120.723,0,0.0078125,16384,1766.31,2.90945,0.00145745,0.000711014,0.000699623,1.00087,103.335,104.85,67.708,0.999385,0.338787,0.00347292,0.636
g5_rgopd_gate,1,50,0.304638,0.304638,-1.75794,0.04662,,,,0.261155,,,,0,0,,,,0.139557,1.42947,0.261155,0,0,-0.0231653,0,0.0231653,0.078125,0.078125,800.693,0,0.710938,16384,12692.7,-0.388983,0.000867009,0.000416029,0.000400979,1.00045,1.19002,1.1906,624.151,0.99879,0.257399,0.00240664,0.6
g5_rgopd_gate,1,75,0.557743,0.557743,-3.04455,0.22979,,,,0.465291,,,,0,0,,,,0.283721,1.40957,0.465291,0,0,-0.0324293,0,0.0324293,0.0625,0.0625,531.082,0,0.21875,16384,10102,-0.521206,0.00161207,0.00087494,0.000946296,1.00101,1.36794,1.36939,394.585,0.998384,0.256869,0.00491333,0.64
g5_rgopd_gate,1,100,0.54685,0.54685,-2.91222,0.245919,,,,0.453806,,,,0,0,,,,0.314409,1.11533,0.453806,0,0,-0.0638904,0,0.0638904,0.09375,0.09375,549.266,0,0.203125,16384,10419.2,-0.590636,0.00191545,0.00096724,0.000984031,1.00109,1.41838,1.41997,406.57,0.998031,0.379669,0.00516002,0.59
g5_rgopd_gate,1,125,0.445462,0.445462,-2.50033,0.170083,,,,0.372755,,,,0,0,,,,0.265269,0.813289,0.372755,0,0,-0.0801382,0,0.0801382,0.0859375,0.0859375,891.73,0,0.726562,16384,14506.7,-0.999157,0.00167441,0.000858204,0.000883541,1.00092,1.32701,1.32827,695.994,0.998597,0.708061,0.00452789,0.504
g5_rgopd_gate,1,150,0.336044,0.336044,-1.92103,0.118239,,,,0.270667,,,,0,0,,,,0.222452,0.582564,0.270667,0,0,-0.0781249,0,0.0781249,0.078125,0.078125,1048.85,0,1,16384,16384,-0.930564,0.00139272,0.000720957,0.000748032,1.00075,1.25312,1.25409,831.134,0.998659,0.582938,0.00378791,0.48
g5_rgopd_gate,1,175,0.347571,0.347571,-1.9735,0.137839,,,,0.277857,,,,0,0,,,,0.236353,0.609422,0.277857,0,0,-0.0859374,0,0.0859374,0.0859375,0.0859375,1049.35,0,1,16384,16384,-0.797982,0.0015192,0.000780043,0.000804457,1.0008,1.27188,1.27292,831.709,0.998579,0.804484,0.00402796,0.412
g5_rgopd_gate,1,200,0.348187,0.348187,-1.97052,0.142799,,,,0.276134,,,,0,0,,,,0.242834,0.591056,0.276134,0,0,-0.0859374,0,0.0859374,0.0859375,0.0859375,1048.1,0,1,16384,16384,-0.907285,0.00159216,0.000783311,0.000777231,1.00078,1.27874,1.27975,831.076,0.998605,0.504134,0.00403745,0.44
g5_rgopd_gate,1,225,0.33933,0.33933,-1.9247,0.133827,,,,0.27094,,,,0,0,,,,0.232852,0.588072,0.27094,0,0,-0.0781249,0,0.0781249,0.078125,0.078125,1051.5,0,1,16384,16384,-0.997076,0.00152957,0.00078653,0.000813484,1.00081,1.26468,1.26573,831.342,0.998604,0.948609,0.00403114,0.454
g5_rgopd_gate,1,250,0.33312,0.33312,-1.87357,0.135674,,,,0.267191,,,,0,0,,,,0.244464,0.581379,0.267191,0,0,-0.0784692,0,0.0784692,0.078125,0.078125,1055.11,0,0.992188,16384,16312.1,-0.968738,0.00170076,0.000800916,0.000762433,1.00076,1.28021,1.28121,831.104,0.998336,0.456478,0.0041421,0.52
g5_rgopd_gate,2,25,0.557972,0.557972,-3.06719,0.19168,,,,0.477074,,,,0,0,,,,0.338397,3.94874,0.477074,0,0,-0.0122085,0,0.0122085,0.0234375,0.0234375,122.68,0,0.0078125,16384,1930.01,0.742051,0.0012126,0.00068876,0.000769647,1.00109,1.72736,1.72952,70.4204,0.999131,0.666649,0.00362983,0.608
g5_rgopd_gate,2,50,0.30254,0.30254,-1.69374,0.0545058,,,,0.264538,,,,0,0,,,,0.141139,1.36359,0.264538,0,0,-0.0283019,0,0.0283019,0.0625,0.0625,792.919,0,0.648438,16384,12837.9,0.452232,0.000973344,0.000431641,0.000381543,1.00043,1.1927,1.19324,615.147,0.998755,0.594884,0.00248941,0.626
g5_rgopd_gate,2,75,0.556922,0.556922,-3.02491,0.229607,,,,0.465581,,,,0,0,,,,0.28378,1.40531,0.465581,0,0,-0.0489065,0,0.0489065,0.09375,0.09375,504.98,0,0.203125,16384,9325.03,-0.37329,0.00177515,0.000887696,0.000894222,1.00092,1.3732,1.37452,362.546,0.998847,0.232929,0.00501963,0.624
g5_rgopd_gate,2,100,0.558736,0.558736,-3.01051,0.254597,,,,0.46172,,,,0,0,,,,0.31467,1.12406,0.46172,0,0,-0.0422461,0,0.0422461,0.0625,0.0625,508.725,0,0.15625,16384,9993.15,-0.965781,0.00191331,0.000977303,0.00100698,1.00106,1.39926,1.40079,370.729,0.998822,0.353501,0.00518906,0.604
g5_rgopd_gate,2,125,0.452178,0.452178,-2.53289,0.167379,,,,0.373321,,,,0,0,,,,0.247758,0.818691,0.373321,0,0,-0.0549678,0,0.0549678,0.0546875,0.0546875,1039.45,0,0.984375,16384,16300.4,-0.487351,0.00167823,0.000829307,0.000821031,1.00082,1.2856,1.28667,823.353,0.998591,0.710203,0.00438399,0.474
g5_rgopd_gate,2,150,0.313337,0.313337,-1.80252,0.104722,,,,0.255831,,,,0,0,,,,0.219566,0.642584,0.255831,0,0,-0.148437,0,0.148437,0.148438,0.148438,1047.22,0,1,16384,16384,-0.973495,0.00147545,0.000702797,0.00069651,1.0007,1.24874,1.24963,829.271,0.998678,0.664198,0.00368768,0.428
g5_rgopd_gate,2,175,0.342618,0.342618,-1.9433,0.131085,,,,0.275275,,,,0,0,,,,0.228409,0.56877,0.275275,0,0,-0.0859374,0,0.0859374,0.0859375,0.0859375,1059.13,0,1,16384,16384,164.413,0.00150955,0.000755413,0.000763097,1.00076,1.2595,1.26047,829.131,0.998306,0.398274,0.00394812,0.426
g5_rgopd_gate,2,200,0.359451,0.359451,-2.03762,0.154078,,,,0.28487,,,,0,0,,,,0.251231,0.591579,0.28487,0,0,-0.0546874,0,0.0546874,0.0546875,0.0546875,1069.47,0,1,16384,16384,-0.980582,0.00163543,0.000822657,0.000838866,1.00084,1.28832,1.28941,831.742,0.998678,0.867293,0.00424848,0.474
g5_rgopd_gate,2,225,0.33765,0.33765,-1.90694,0.147047,,,,0.267575,,,,0,0,,,,0.250687,0.542169,0.267575,0,0,-0.0937499,0,0.0937499,0.09375,0.09375,1053.06,0,1,16384,16384,-0.97794,0.00162947,0.000817954,0.000829617,1.00083,1.28802,1.2891,830.629,0.998673,0.850583,0.00422618,0.458
g5_rgopd_gate,2,250,0.345402,0.345402,-1.93732,0.143398,,,,0.273518,,,,0,0,,,,0.238146,0.596261,0.273518,0,0,-0.0390625,0,0.0390625,0.0390625,0.0390625,1048.75,0,1,16384,16384,-0.966873,0.00158799,0.000793706,0.000799938,1.0008,1.27302,1.27406,829.079,0.998621,0.52711,0.00410808,0.448
h1_first_segment,0,25,1.13628,1.13628,-6.42461,0.355706,,,,1.0037,,,,0,0,,,,0.28475,20.6768,1.0037,0,0,-0.0397383,0,0.0397383,0.0546875,0.0546875,107.05,0,0.0078125,16384,1292.44,2.41069,0.00152814,0.0006498,0.000538827,1.00042,1.81711,1.81802,55.4633,0.999019,0.228598,0.00350877,0.588
h1_first_segment,0,50,0.974927,0.974927,-5.65089,0.19044,,,,0.874175,,,,0,0,,,,0.133647,12.3422,0.874175,0,0,-0.0394339,0,0.0394339,0.0625,0.0625,150.869,0,0.0078125,16384,2548.96,2.45905,0.000948191,0.000415627,0.000361381,1.00065,1.24326,1.24412,86.547,0.998716,0.217773,0.00244012,0.618
h1_first_segment,0,75,0.684882,0.684882,-4.31458,0.175548,,,,0.601326,,,,0,0,,,,0.117594,14.1341,0.601326,0,0,-0.01609,0,0.01609,0.046875,0.046875,194.266,0,0.0546875,16384,3228.41,5.08494,0.000714898,0.000374462,0.000392442,1.00069,1.25336,1.25425,120.329,0.998355,0.240717,0.00216173,0.64
h1_first_segment,0,100,0.633919,0.633919,-3.72816,0.142244,,,,0.562014,,,,0,0,,,,0.112858,14.0084,0.562014,0,0,-0.0177948,0,0.0177948,0.046875,0.046875,201.613,0,0.0859375,16384,3335.32,3.45971,0.000557661,0.00037547,0.000473121,1.00081,1.23463,1.23567,130.747,0.998613,0.277919,0.00220582,0.626
h1_first_segment,0,125,0.505914,0.505914,-3.07276,0.10827,,,,0.436613,,,,0,0,,,,0.105714,12.3592,0.436613,0,0,-0.0586536,0,0.0586536,0.101562,0.101562,183.876,0,0.03125,16384,3189.8,92.1155,0.0007658,0.000372874,0.000366676,1.00058,1.22133,1.22206,113.086,0.998872,0.179159,0.00220297,0.624
h1_first_segment,0,150,0.494862,0.494862,-2.90842,0.138029,,,,0.428276,,,,0,0,,,,0.0829114,12.2598,0.428276,0,0,-0.0460489,0,0.0460489,0.078125,0.078125,253.843,0,0.09375,16384,4463.32,3.42064,0.000622749,0.000295273,0.000281699,1.00049,1.19717,1.19776,168.629,0.9985,0.295901,0.00175046,0.634
h1_first_segment,0,175,0.504048,0.504048,-2.89015,0.115488,,,,0.434559,,,,0,0,,,,0.0838929,10.4625,0.434559,0,0,-0.0398702,0,0.0398702,0.0546875,0.0546875,269.732,0,0.109375,16384,4933.38,2.90408,0.000653744,0.000303502,0.000283232,1.00057,1.18641,1.18714,181.915,0.998454,0.317575,0.00180482,0.602
h1_first_segment,0,200,0.433419,0.433419,-2.49024,0.0961806,,,,0.371281,,,,0,0,,,,0.0909236,9.78545,0.371281,0,0,-0.0315929,0,0.0315929,0.0859375,0.0859375,248.276,0,0.0859375,16384,4397.25,9.66626,0.00061655,0.00033831,0.000371569,1.00066,1.17507,1.17588,163.16,0.99847,0.244662,0.00199746,0.632
h1_first_segment,0,225,0.43857,0.43857,-2.51718,0.113193,,,,0.384372,,,,0,0,,,,0.0896198,9.63552,0.384372,0,0,-0.0455107,0,0.0455107,0.0703125,0.0703125,278.39,0,0.109375,16384,4858.91,4.0684,0.000656962,0.000344283,0.000361904,1.00057,1.19265,1.19337,185.016,0.998319,0.298595,0.00200707,0.616
h1_first_segment,0,250,0.41947,0.41947,-2.25604,0.110025,,,,0.357987,,,,0,0,,,,0.0698415,11.0189,0.357987,0,0,-0.0094718,0,0.0094718,0.046875,0.046875,363.216,0,0.171875,16384,6107.77,2.3584,0.00051856,0.000258898,0.000261116,1.00038,1.16543,1.16591,258.508,0.998418,0.460583,0.00154616,0.624
h1_first_segment,1,25,1.20109,1.20109,-6.91656,0.322475,,,,1.08715,,,,0,0,,,,0.468443,18.796,1.08715,0,0,-0.0537473,0,0.0537473,0.0859375,0.0859375,98.5004,0,0.0078125,9901,1288,1.89641,0.00178695,0.000771512,0.000655671,1.00063,1.89011,1.89108,38.1676,0.999127,0.230102,0.00403008,0.594
h1_first_segment,1,50,0.986893,0.986893,-6.40437,0.181449,,,,0.889491,,,,0,0,,,,0.170699,16.4534,0.889491,0,0,-0.0255892,0,0.0255892,0.0703125,0.0703125,126.802,0,0.0078125,13973,2132.55,7.76788,0.00106406,0.00048195,0.000437228,1.00062,1.25702,1.25783,64.988,0.998795,0.251921,0.00283582,0.63
h1_first_segment,1,75,0.678397,0.678397,-4.02015,0.216302,,,,0.583434,,,,0,0,,,,0.0965519,12.819,0.583434,0,0,-0.011492,0,0.011492,0.0390625,0.0390625,243.921,0,0.09375,16384,4073.49,10.042,0.000509262,0.000301943,0.000352025,1.00068,1.2326,1.2335,160.525,0.998703,0.199783,0.00180184,0.62
h1_first_segment,1,100,0.61556,0.61556,-3.76113,0.172992,,,,0.532205,,,,0,0,,,,0.102954,13.4662,0.532205,0,0,-0.024474,0,0.024474,0.078125,0.078125,217.203,0,0.0703125,16384,3465.09,2.59118,0.000638008,0.00033985,0.000361962,1.00063,1.25046,1.25129,140.428,0.998628,0.221663,0.00201761,0.638
h1_first_segment,1,125,0.557058,0.557058,-3.42917,0.143502,,,,0.483036,,,,0,0,,,,0.119991,13.3171,0.483036,0,0,-0.0412438,0,0.0412438,0.09375,0.09375,184.412,0,0.0390625,16384,3009.73,4.97215,0.000814199,0.000425692,0.000449292,1.0007,1.2198,1.22066,109.354,0.998431,0.235413,0.00251427,0.598
h1_first_segment,1,150,0.487169,0.487169,-3.04154,0.14601,,,,0.419824,,,,0,0,,,,0.100146,15.5038,0.419824,0,0,-0.0304281,0,0.0304281,0.0625,0.0625,209.842,0,0.0625,16384,3439.45,3.02945,0.000670552,0.000355607,0.00037909,1.00073,1.20423,1.20516,130.784,0.998679,0.256527,0.0021083,0.616
h1_first_segment,1,175,0.479461,0.479461,-2.71628,0.125905,,,,0.412866,,,,0,0,,,,0.0913223,12.2462,0.412866,0,0,-0.0581418,0,0.0581417,0.117188,0.117188,224.382,0,0.0625,16384,4036.6,0.552741,0.000595212,0.000337271,0.000377856,1.00059,1.18696,1.18768,146.511,0.998407,0.548633,0.00198027,0.616
h1_first_segment,1,200,0.488454,0.488454,-2.83585,0.116719,,,,0.423052,,,,0,0,,,,0.0788139,12.2668,0.423052,0,0,-0.0297016,0,0.0297016,0.109375,0.109375,279.791,0,0.109375,16384,5076.54,1.54942,0.000610352,0.000292677,0.000285678,1.0006,1.17707,1.17781,192.359,0.99839,0.317412,0.00171534,0.634
h1_first_segment,1,225,0.396987,0.396987,-2.15354,0.0987517,,,,0.340093,,,,0,0,,,,0.0767608,11.464,0.340093,0,0,-0.0214962,0,0.0214962,0.0546875,0.0546875,344.065,0,0.179688,16384,5859.33,5.55014,0.000703216,0.000288097,0.000230996,1.00049,1.17397,1.17459,246.462,0.998451,0.267433,0.00167982,0.636
h1_first_segment,1,250,0.506733,0.506733,-3.04855,0.168813,,,,0.431684,,,,0,0,,,,0.0722175,13.0391,0.431684,0,0,-0.0111761,0,0.0111761,0.0546875,0.0546875,373.564,0,0.140625,16384,5968.38,1.82161,0.000550628,0.000259839,0.000248025,1.00053,1.16225,1.1629,242.884,0.998477,0.277298,0.00152896,0.634
h1_first_segment,2,25,1.17462,1.17462,-6.73715,0.302867,,,,1.05998,,,,0,0,,,,0.272843,18.8509,1.05998,0,0,-0.0450506,0,0.0450506,0.0859375,0.0859375,85.1207,0,0.0078125,8679,1385.59,7.88278,0.00134277,0.000646356,0.000625023,1.00079,1.48298,1.48424,36.2184,0.998927,0.198343,0.00360422,0.58
h1_first_segment,2,50,0.926297,0.926297,-5.61623,0.172846,,,,0.841825,,,,0,0,,,,0.114122,15.3604,0.841825,0,0,-0.0439968,0,0.0439968,0.117188,0.117188,155.766,0,0.0234375,16384,2742.56,3.42604,0.000572324,0.000355171,0.00042731,1.00068,1.21543,1.21631,94.3323,0.998632,0.194042,0.00211364,0.636
h1_first_segment,2,75,0.770451,0.770451,-4.91473,0.206365,,,,0.676061,,,,0,0,,,,0.138648,12.0054,0.676061,0,0,-0.0294384,0,0.0294384,0.0546875,0.0546875,158.229,0,0.0234375,16384,2606.87,1.37996,0.000851631,0.000444205,0.000466406,1.0008,1.26224,1.26336,90.9611,0.998662,0.215488,0.00260277,0.622
h1_first_segment,2,100,0.601054,0.601054,-3.52542,0.15662,,,,0.520179,,,,0,0,,,,0.104336,15.1604,0.520178,0,0,-0.040735,0,0.040735,0.0546875,0.0546875,188.158,0,0.0390625,16384,3201.14,2.94732,0.000923395,0.000364615,0.000272647,1.00048,1.21225,1.21285,122.452,0.998504,0.215122,0.00217072,0.622
h1_first_segment,2,125,0.609423,0.609423,-3.62841,0.132948,,,,0.537932,,,,0,0,,,,0.116053,14.7771,0.537932,0,0,-0.0406127,0,0.0406127,0.101562,0.101562,187.065,0,0.078125,16384,3128.06,4.42113,0.000782967,0.000403158,0.000416788,1.00068,1.2365,1.23738,120.291,0.998536,0.184466,0.00235874,0.622
h1_first_segment,2,150,0.495028,0.495028,-2.7913,0.123625,,,,0.4318,,,,0,0,,,,0.10449,11.6645,0.4318,0,0,-0.0267058,0,0.0267058,0.101562,0.101562,248.14,0,0.109375,16384,4238.9,42.4216,0.000699759,0.000347382,0.000346718,1.0006,1.20294,1.2037,168.348,0.998733,0.271536,0.0019834,0.64
